SP_ID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx,Offset
05CGFZ18,6.20769483,1350.2,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.335466423
05CGFZ19,4.240377261,1065.49,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.398413052
05CGFZ20,0.711009565,731.87,0,"(5.44,9.2]","(53.6,64.8]",5,3,-3.012136381
05CGFZ21,3.241267237,1051.64,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.509811648
05CGFZ22,1.831815263,698.86,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.580368666
05CGFZ23,2.76681027,718.29,3,"(0.086,3.11]","(82.1,243]",3,5,-2.412644335
05CGFZ24,0.635460384,398.4,0,"(5.44,9.2]","(64.8,82.1]",5,4,-2.796537583
05CGFZ25,1.8002667,630.5,1,"(0.086,3.11]","(82.1,243]",3,5,-2.543106428
05CGFZ26,2.941272547,949.01,2,"(3.11,5.44]","(64.8,82.1]",4,4,-2.507387418
05CGFZ27,6.44048793,1290.1,10,"(5.44,9.2]","(53.6,64.8]",5,3,-2.299531073
05CGFZ28,2.241466244,685.99,2,"(0.086,3.11]","(82.1,243]",3,5,-2.484364205
05CGFZ29,2.906405141,1086.67,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.571578405
05CGFZ30,2.390087924,1095.86,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.66039296
05CGFZ31,2.071966363,860.66,1,"(-2.07,0.086]","(82.1,243]",2,5,-2.617402131
05CGFZ32,2.887071196,835.82,0,"(0.086,3.11]","(82.1,243]",3,5,-2.460152538
05CGGA01,1.384739571,634.33,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.659998049
05CGGA02,4.224292073,783.39,3,"(3.11,5.44]","(53.6,64.8]",4,3,-2.265875892
05CGGA03,1.557243306,608,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.590433341
05CGGA04,3.234307143,1163,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.554588998
05CGGA05,4.304758052,1082.76,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.398853379
05CGGA06,1.682955234,436.33,3,"(3.11,5.44]","(82.1,243]",4,5,-2.412064167
05CGGA07,1.5067512,547.7,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.559304782
05CGGA08,1.293406553,557.92,0,"(5.44,9.2]","(53.6,64.8]",5,3,-2.633828894
05CGGA09,0.818001004,644.47,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.895897286
05CGGA10,1.118046204,878.91,0,"(3.11,5.44]","(41.4,53.6]",4,2,-2.894931844
05CGGA11,0.982113404,352.89,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.554267362
05CGGA12,1.509581032,444.78,0,"(5.44,9.2]","(53.6,64.8]",5,3,-2.46781232
05CGGA13,1.690916193,797.38,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.672621317
05CGGA14,2.10350234,675.16,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.505108522
05CGGA15,1.654607506,596.59,0,"(5.44,9.2]","(64.8,82.1]",5,4,-2.555774816
05CGGA16,2.004320584,543.96,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.431996585
05CGGA17,1.110973384,597.62,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.729913365
05CGGA18,1.949370575,485.79,0,"(5.44,9.2]","(53.6,64.8]",5,3,-2.394807928
05CGGA19,0.589843289,458.01,0,"(5.44,9.2]","(41.4,53.6]",5,2,-2.889578656
05CGGA20,3.212658829,1095.3,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.531392765
05CGGA21,2.61582099,999.61,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.581084602
05CGGA22,2.460328047,825.39,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.524369704
05CGGA23,2.669068006,933.01,0,"(5.44,9.2]","(53.6,64.8]",5,3,-2.542282489
05CGGA24,2.666891974,1253.84,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.671311977
05CGGA25,2.270566415,880.36,4,"(5.44,9.2]","(41.4,53.6]",5,2,-2.587404541
05CGGA26,2.458766167,936.86,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.579816175
05CGGA27,2.357737375,793.12,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.525550507
05CGGA28,2.470108566,837.13,4,"(3.11,5.44]","(53.6,64.8]",4,3,-2.528793503
05CGGA29,3.189264261,789.67,5,"(5.44,9.2]","(53.6,64.8]",5,3,-2.391997583
05CGGA30,3.908399433,1080.13,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.439902763
05CGGA31,2.82212774,766.11,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.432111694
05CGGA32,2.929219942,954.03,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.511474556
05CGGA33,2.601884933,943.7,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.558346817
05CGGA34,1.269973802,691.7,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.735324908
05CGGA35,3.473327077,1183.35,4,"(5.44,9.2]","(53.6,64.8]",5,3,-2.531090933
05CGGA36,5.130307254,1159.88,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.35234448
05CGGA37,2.301571481,850.1,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.56626814
05CGGB01,2.448998745,922.22,1,"(5.44,9.2]","(82.1,243]",5,5,-2.57469115
05CGGB02,0.325643462,233.78,1,"(5.44,9.2]","(82.1,243]",5,5,-2.85545962
05CGGB03,0.098683358,175.23,0,"(5.44,9.2]","(82.1,243]",5,5,-3.249119893
05CGGB05,1.268017053,513.49,2,"(5.44,9.2]","(82.1,243]",5,5,-2.606333119
05CGGB06,5.026064953,872.63,10,"(0.086,3.11]","(82.1,243]",3,5,-2.237093416
05CGGB07,1.158374299,512.54,4,"(3.11,5.44]","(82.1,243]",4,5,-2.644896206
05CGGB08,3.939077397,871.48,8,"(5.44,9.2]","(82.1,243]",5,5,-2.342895456
05CGGB09,3.060605306,926.91,0,"(5.44,9.2]","(82.1,243]",5,5,-2.479793852
05CGGB10,0.97311702,343.97,0,"(0.086,3.11]","(82.1,243]",3,5,-2.547125105
05CGGB11,2.899846185,676.64,3,"(0.086,3.11]","(82.1,243]",3,5,-2.366117469
05CGGB12,4.584424378,1074.14,2,"(3.11,5.44]","(82.1,243]",4,5,-2.367918543
05CGGB13,3.424723809,1050.41,5,"(5.44,9.2]","(82.1,243]",5,5,-2.485315021
05CGGB14,0.476952429,315.34,2,"(3.11,5.44]","(82.1,243]",4,5,-2.81964663
05CGGB15,1.173573922,569.15,2,"(0.086,3.11]","(82.1,243]",3,5,-2.68481986
05CGGB16,3.13233813,833.47,0,"(5.44,9.2]","(82.1,243]",5,5,-2.4233861
05CGGB17,1.628477549,493.58,0,"(3.11,5.44]","(82.1,243]",4,5,-2.480140533
05CGGB18,2.650563968,898.72,2,"(5.44,9.2]","(82.1,243]",5,5,-2.529003374
05CGGB19,1.128757068,701.19,2,"(5.44,9.2]","(82.1,243]",5,5,-2.792535552
05CGGB20,2.727917063,609.86,7,"(3.11,5.44]","(64.8,82.1]",4,4,-2.347452021
05CGGB21,1.878778171,616.93,1,"(5.44,9.2]","(82.1,243]",5,5,-2.51503578
05CGGB22,3.355351789,852.96,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.40347882
05CGGB23,1.810609013,701.55,4,"(3.11,5.44]","(82.1,243]",4,5,-2.587111645
05CGGB24,3.687085355,886.44,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.379155969
05CGGB25,1.774409645,428.12,1,"(3.11,5.44]","(64.8,82.1]",4,4,-2.380707886
05CGGB26,0.936249605,568.28,0,"(3.11,5.44]","(82.1,243]",4,5,-2.782454628
05CGGB27,1.510941062,554.18,1,"(3.11,5.44]","(82.1,243]",4,5,-2.563217627
05CGGB28,1.504580437,618.92,2,"(5.44,9.2]","(82.1,243]",5,5,-2.613162061
05CGGB30,0.838099282,425.07,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.704307854
05CGGB31,2.044918783,723.01,1,"(0.086,3.11]","(82.1,243]",3,5,-2.547238167
05CGGB32,0.739756646,479.89,0,"(5.44,9.2]","(82.1,243]",5,5,-2.811382837
05CGGB33,1.056690921,420.01,0,"(3.11,5.44]","(82.1,243]",4,5,-2.598217649
05CGGB34,1.825173357,719.39,3,"(5.44,9.2]","(82.1,243]",5,5,-2.594557022
05CGGB35,1.498426405,580.89,0,"(5.44,9.2]","(82.1,243]",5,5,-2.587336757
05CGGB36,1.733540669,501.45,0,"(3.11,5.44]","(82.1,243]",4,5,-2.459789619
05CGGB41,2.014392238,832,6,"(3.11,5.44]","(82.1,243]",4,5,-2.614926522
05CGGB42,1.978541991,784.83,0,"(3.11,5.44]","(82.1,243]",4,5,-2.597334093
05CGGC01,1.81022817,1266.49,5,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.844247253
05CGGC02,4.165361299,1442.24,3,"(0.086,3.11]","(41.4,53.6]",3,2,-2.53812875
05CGGC03,3.204991888,954.23,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.472365003
05CGGC04,2.431659703,1042.46,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.631142376
05CGGC05,2.41159087,885.3,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.563602184
05CGGC06,1.816274247,991.43,0,"(3.11,5.44]","(41.4,53.6]",4,2,-2.736284285
05CGGC07,2.73982305,932.41,4,"(5.44,9.2]","(41.4,53.6]",5,2,-2.530606384
05CGGC08,7.353313875,1318.01,8,"(3.11,5.44]","(41.4,53.6]",4,2,-2.251005843
05CGGC09,2.381229923,1009.21,5,"(5.44,9.2]","(41.4,53.6]",5,2,-2.626154286
05CGGC10,2.272621202,985.27,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.636025306
05CGGC11,1.876284615,871.11,5,"(5.44,9.2]","(53.6,64.8]",5,3,-2.665837846
05CGGC12,1.834889697,877.03,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.678494921
05CGGC13,2.219381989,832.89,2,"(3.11,5.44]","(82.1,243]",4,5,-2.573196792
05CGGC14,2.279974605,973.56,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.629414448
05CGGC15,3.179933909,936.74,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.467724172
05CGGC16,2.581086909,817.56,5,"(5.44,9.2]","(41.4,53.6]",5,2,-2.499343744
05CGGC17,0.984630966,768.47,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.891796615
05CGGC18,2.305120231,676.46,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.4660661
05CGGC19,2.033465891,860.27,0,"(3.11,5.44]","(64.8,82.1]",4,4,-2.625370106
05CGGC20,2.031623501,746.64,4,"(3.11,5.44]","(53.6,64.8]",4,3,-2.56408469
05CGGC21,4.207704009,1213.66,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.458543562
05CGGC22,2.631228081,949.17,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.555979913
05CGGC23,2.787081577,896.36,4,"(5.44,9.2]","(53.6,64.8]",5,3,-2.505980318
05CGGC24,2.658341919,704.07,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.42136214
05CGGC25,1.639804399,653.01,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.599035836
05CGGC26,2.328119904,660.03,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.45102374
05CGGC27,2.384031322,739.68,6,"(5.44,9.2]","(41.4,53.6]",5,2,-2.490329902
05CGGC28,2.225740189,909.66,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.610340704
05CGGC29,2.887518735,1280.16,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.645758745
05CGGC30,2.202682551,684.9,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.491276285
05CGGC31,1.722390833,738.39,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.631139869
05CGGC32,1.667466945,723.85,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.636589747
05CGGD02,2.360392872,884.99,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.572794197
05CGGD03,4.291933259,1032.52,2,"(3.11,5.44]","[7.8,41.4]",4,1,-2.379436494
05CGGD04,1.671218668,786.18,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.671564531
05CGGD05,3.454025143,1273.6,4,"(0.086,3.11]","[7.8,41.4]",3,1,-2.565528142
05CGGD06,2.419333046,977.41,5,"(0.086,3.11]","[7.8,41.4]",3,1,-2.605304801
05CGGD07,4.803328307,1369.88,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.453614773
05CGGD08,1.217431029,784.67,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.808568342
05CGGD09,4.185790909,774.07,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.264647882
05CGGD10,3.804965751,1450.47,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.580017233
05CGGD11,2.749768172,1280.62,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.667190673
05CGGD12,3.769747018,1623.33,6,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.633084903
05CGGD13,2.717290493,908.68,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.522974253
05CGGD14,3.657230902,1260.41,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.53609747
05CGGD16,4.982153214,865.63,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.237408407
05CGGD17,1.619585787,667.95,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.61428568
05CGGD18,3.321869134,1288.22,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.587486178
05CGGD19,3.446025703,1429.32,3,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.61676263
05CGGD20,1.653598487,1236.96,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.873344626
05CGGD21,3.359074281,1453.57,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.635211565
05CGGD22,1.879905331,854.05,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.65639031
05CGGD23,0.22198002,275.87,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.094040991
05CGGD24,1.620243803,945.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.765469716
05CGGD25,5.948705232,1125.75,0,"(0.086,3.11]","[7.8,41.4]",3,1,-2.274718516
05CGGD26,2.074278592,768.71,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.567721966
05CGGD27,4.004493179,1665.29,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.617896718
05CGGD28,4.111291595,1501.73,3,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.561422976
05CGGD29,7.484877,1748.37,10,"(0.086,3.11]","[7.8,41.4]",3,1,-2.366585446
05CGGD31,1.776244452,914.6,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.710884199
05CGGD32,2.492863744,1137.11,0,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.658150797
05CGGD33,4.37332926,892.42,6,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.307623615
05CGGD34,3.073236272,1012.8,1,"(-2.07,0.086]","(82.1,243]",2,5,-2.516607917
05CGGD35,6.591743383,1464.87,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.344840108
05CGGD36,2.960632197,1003.17,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.52870646
05CGGD37,2.983919046,1188.82,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.599237624
05CGGD38,3.228836113,831.7,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.409231395
05CGGD39,2.852923267,1270.22,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.64761233
05CGGD40,3.220562026,1248.05,0,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.587178182
05CGGD41,3.356789576,1217.09,0,"(0.086,3.11]","(53.6,64.8]",3,3,-2.558199117
05CGGD42,1.330850821,1328.32,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.998737995
05CGGD43,2.88149851,870.56,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.478740438
05CGGD44,10.05020923,1505.61,5,"(3.11,5.44]","(41.4,53.6]",4,2,-2.172628677
05CGGD45,4.409499931,1490.85,4,"(0.086,3.11]","(41.4,53.6]",3,2,-2.52775819
05CGGD46,3.72919506,1403.49,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.574438728
05CGGD47,3.922907735,1653.14,7,"(3.11,5.44]","(41.4,53.6]",4,2,-2.623669733
05CGGD48,2.101171521,1380.84,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.817020501
05CGGE05,1.151235968,688.47,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.775993851
05CGGE06,5.519564351,922.04,5,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.220237352
05CGGE07,2.884446762,1154.63,4,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.601294017
05CGGE08,7.137100124,1389.37,12,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.287059436
05CGGE09,2.871442798,1069.18,0,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.569782725
05CGGE10,2.586465065,1139.81,5,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.643139222
05CGGE11,1.473891303,827.48,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.748517803
05CGGE12,4.208464711,1019.77,5,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.382582554
05CGGE13,5.839654755,1363.5,3,"(0.086,3.11]","[7.8,41.4]",3,1,-2.366403961
05CGGE14,4.528090353,1274.27,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.44780037
05CGGE15,2.898073054,1167.19,3,"(5.44,9.2]","[7.8,41.4]",5,1,-2.603952557
05CGGE16,1.818519055,857.37,0,"(0.086,3.11]","[7.8,41.4]",3,1,-2.672528291
05CGGE17,3.958851999,1369.22,3,"(0.086,3.11]","[7.8,41.4]",3,1,-2.537646465
05CGGE18,3.005719404,1015.85,7,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.527594245
05CGGE19,2.836893428,1041.88,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.563790544
05CGGE20,0.934788734,746.14,0,"(0.086,3.11]","[7.8,41.4]",3,1,-2.901562414
05CGGE21,1.757886203,1210.79,3,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.837447079
05CGGE22,2.494699858,1284.33,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.710813925
05CGGE23,2.927937059,1040.11,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.549293261
05CGGE24,0.501912071,869.15,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.238216227
05CGGE25,2.306702971,1023.35,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.646052484
05CGGE26,0.79667964,806.2,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.004729697
05CGGE27,1.941556722,923.06,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.676165395
05CGGF01,5.134455864,1224.83,4,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.375757012
05CGGF02,2.309188371,1095.66,4,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.67530017
05CGGF03,3.166780679,965.09,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.482522421
05CGGF04,2.159542108,795.19,0,"(0.086,3.11]","(82.1,243]",3,5,-2.564928191
05CGGF05,2.670434554,1209.59,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.655096389
05CGGF06,2.127633645,748.6,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.545116886
05CGGF07,1.924526967,795.08,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.615034324
05CGGF08,1.35053634,910.39,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.828076463
05CGGF09,1.829647779,671.61,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.563564911
05CGGF10,3.021607089,975.33,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.507566044
05CGGF11,3.460088883,1086.71,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.495641407
05CGGF12,5.771327912,1193.04,4,"(5.44,9.2]","(82.1,243]",5,5,-2.313273258
05CGGF13,1.448529806,587.17,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.606763708
05CGGF14,2.093592619,605.14,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.459458556
05CGGF15,5.685054837,904.18,8,"(0.086,3.11]","(64.8,82.1]",3,4,-2.19878098
05CGGF16,1.432799921,777.4,1,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.733657815
05CGGF17,3.439473496,824.1,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.377671577
05CGGF18,1.934078403,705.28,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.560694898
05CGGF19,2.581088934,729.43,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.449641175
05CGGF20,3.271145674,1547.09,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.673896456
05CGGF21,1.43793291,859.09,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.775572515
05CGGF22,1.608233877,738.85,0,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.661260725
05CGGF23,6.542317514,1398.42,9,"(0.086,3.11]","(53.6,64.8]",3,3,-2.327869454
05CGGF24,1.966998849,695.26,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.54711271
05CGGF25,2.642843485,717.54,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.432172126
05CGGF26,3.454034608,1090.12,8,"(3.11,5.44]","(64.8,82.1]",4,4,-2.49776938
05CGGF27,1.404474117,877.17,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.794874105
05CGGF28,3.583909774,1287.97,4,"(0.086,3.11]","(53.6,64.8]",3,3,-2.554338526
05CGGF29,4.406739954,1015.55,6,"(0.086,3.11]","(53.6,64.8]",3,3,-2.360695268
05CGGF30,2.294311034,774,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.526799408
05CGGF31,2.509142443,832.28,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.519432861
05CGGF32,4.283665292,1523.92,4,"(3.11,5.44]","(41.4,53.6]",4,2,-2.54992414
05CGGF33,3.213360841,932.95,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.461400449
05CGGF34,2.673280216,792.25,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.470349851
05CGGF35,1.546132166,1029.59,1,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.822765032
05CGGF36,3.597132223,904.43,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.398687822
